Ticker,Short Name,Price,Pe Ratio,Peg Ratio,Eps Ttm,Total Revenue,Growth,3-4 Year Sales Growth,Cagr,Ebit,Enterprise Value,Invested Capital,Roic,Dividendyield,Dividend Yield%,Earnings Growth,Roe,Roa,Debt To Equity,Pb Ratio,Free Cash Flow,Market Cap,Rev Growth,Sector
CAP,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
QBE.AX,QBE INSUR. FPO [QBE],21.39,10.49,,2.04,22706999296.0,0.0,42.02,10.23,,26960646144.0,13395000000.0,,4.07,0.0,0.02,0.17,0.04,0.27,3.0,-368750016.0,32299325440.0,0.04,Financial Services
ML,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
BRO,"Brown & Brown, Inc.",93.65,26.99,,3.47,4956000256.0,0.0,54.39,12.81,1535000000.0,29796780032.0,19139000000.0,0.08,0.65,0.01,-0.1,0.12,0.04,0.67,2.67,1000625024.0,30889797632.0,0.08,Financial Services
5108.T,BRIDGESTONE CORP,6549.0,16.36,,400.38,4424129839104.0,0.0,36.48,9.02,412931000000.0,4587464949760.0,4186537000000.0,0.1,3.68,0.03,-0.12,0.08,0.05,0.19,1.25,266332504064.0,4368104685568.0,-0.01,Consumer Cyclical
HEIA,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
4901.T,FUJIFILM HOLDINGS CORPORATION,3479.0,16.07,,216.43,3196295053312.0,0.0,26.53,6.75,90046000000.0,4911921102848.0,4034388000000.0,0.02,2.1,0.02,-0.12,0.08,0.04,0.26,1.23,-92303499264.0,4192890781696.0,0.0,Industrials
STE,STERIS plc (Ireland),242.85,36.08,1.91,6.73,5571115008.0,18.84,29.27,7.39,882468000.0,24862560256.0,8647106000.0,0.1,1.07,0.01,0.22,0.1,0.06,0.27,3.43,937100736.0,23889397760.0,0.09,Healthcare
BT.A.L,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
NXT.L,NEXT PLC ORD 10P,11730.0,19.36,,6.06,6118099968.0,0.0,32.26,8.07,,15583947776.0,2490700000.0,,1.98,0.0,-0.14,0.44,0.14,1.07,841.64,696837504.0,14068375552.0,0.1,Consumer Cyclical
ASM,Avino Silver & Gold Mines Ltd.,3.81,38.1,,0.1,72621000.0,0.0,489.4,63.63,23019000.0,515432448.0,132930000.0,0.17,,0.0,8.38,0.11,0.1,0.04,4.08,13974625.0,553288192.0,0.52,Basic Materials
BXB.AX,BRAMB LTD FPO [BXB],23.24,25.26,,0.92,6810299904.0,0.0,25.64,6.54,,34742939648.0,4998600000.0,,2.55,0.02,0.09,0.26,0.09,0.85,10.12,400649984.0,31768846336.0,0.02,Industrials
WRB,W.R. Berkley Corporation,70.63,16.05,11.49,4.4,14286153728.0,1.4,44.4,10.74,2390194000.0,26871627776.0,12136343000.0,0.2,0.51,0.0,0.08,0.21,0.04,0.33,2.88,3641584384.0,26789462016.0,0.11,Financial Services
VOW3,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
6723.T,RENESAS ELECTRONICS CORP,1727.0,,1.9,-53.71,1272192958464.0,0.0,35.67,8.84,252036000000.0,4265172271104.0,3063329000000.0,0.08,3.24,0.02,,-0.04,0.03,0.66,1.54,-16991875072.0,3124453965824.0,-0.09,Technology
NSIS-B.CO,Novonesis (Novozymes A/S) B,419.7,56.72,0.24,7.4,4057600000.0,234.56,90.69,19.62,934700000.0,199581581312.0,12929700000.0,0.07,1.46,0.0,4.59,0.07,,0.15,17.42,,195409805312.0,0.26,Basic Materials
GIB.A.TO,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
NOKIA,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
PRY,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
8802.T,MITSUBISHI ESTATE CO,3061.0,20.28,,150.91,1608526987264.0,0.0,17.07,4.47,211537000000.0,7260175597568.0,5900628000000.0,0.04,1.5,0.01,0.23,0.08,0.03,1.29,1.52,,3782232768512.0,0.09,Real Estate
KNEBV,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
CYBR,CyberArk Software Ltd.,399.76,,5.2,-3.54,1200116992.0,0.0,98.99,21.05,-39502000.0,19860668416.0,3537974000.0,-0.01,,0.0,,-0.1,-0.01,0.53,8.64,333843488.0,20150781952.0,0.46,Technology
AER,AerCap Holdings N.V.,110.24,6.89,,16.0,7984195072.0,0.0,74.26,16.67,2110268000.0,62540787712.0,64060567000.0,0.03,0.99,0.01,1.81,0.17,0.04,2.58,1.07,-1384366464.0,19656894464.0,-0.04,Industrials
2388.HK,BOC HONG KONG,36.9,10.19,,3.62,66168000512.0,0.0,10.05,2.69,,-206855405568.0,415994000000.0,,9.25,0.05,0.11,0.12,0.01,0.0,1.15,,390136332288.0,0.12,Financial Services
CFG,"Citizens Financial Group, Inc.",47.28,14.41,,3.28,7208000000.0,0.0,17.26,4.52,,25988179968.0,35896000000.0,,3.6,0.04,0.11,0.06,0.01,0.0,0.88,,20394180608.0,0.05,Financial Services
4452.T,KAO CORP,6887.0,28.09,3.54,245.16,1649483055104.0,7.93,14.78,3.9,76378000000.0,3145853042688.0,1192591000000.0,0.06,2.26,0.02,-0.01,0.11,0.05,0.22,3.04,111356502016.0,3198908104704.0,-0.01,Consumer Defensive
LVS,Las Vegas Sands Corp.,52.63,26.58,1.11,1.98,11614999552.0,24.01,166.84,31.32,2671000000.0,48787939328.0,17811000000.0,0.15,1.89,0.02,0.31,0.54,0.07,6.93,18.16,832249984.0,36128075776.0,0.15,Consumer Cyclical
DGX,Quest Diagnostics Incorporated,176.96,21.19,1.53,8.35,10522000384.0,13.87,-8.49,-2.43,1526000000.0,25971275776.0,12901000000.0,0.12,1.84,0.02,0.23,0.14,0.06,0.87,2.74,924499968.0,19788197888.0,0.15,Healthcare
ERIC-B.ST,"Ericsson, Telefonab. L M ser. B",72.58,13.98,,5.19,245864005632.0,0.0,6.7,1.82,28280000000.0,244279721984.0,123977000000.0,0.23,3.93,0.04,,0.21,0.04,0.51,2.79,22959749120.0,241914232832.0,-0.06,Technology
9022.T,CENTRAL JAPAN RAILWAY CO,3805.0,8.17,,465.73,1874839994368.0,0.0,95.89,20.52,306938000000.0,8177327800320.0,8908632000000.0,0.03,0.84,0.01,,0.11,0.05,1.01,0.79,,3718375276544.0,,Industrials
TOST,"Toast, Inc.",43.08,110.46,0.41,0.39,5528999936.0,267.59,190.91,34.5,197000000.0,24907630592.0,1818000000.0,0.11,,0.0,4.71,0.14,0.05,0.01,13.77,538625024.0,25115641856.0,0.25,Technology
16.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
CDW,CDW Corporation,162.92,20.11,,8.1,21878300672.0,0.0,0.85,0.24,1672800000.0,26924513280.0,8099900000.0,0.21,1.54,0.02,-0.04,0.46,0.07,2.51,8.66,957687488.0,21352458240.0,0.1,Technology
AMCR,Amcor plc,9.67,17.27,1.93,0.56,13461999616.0,8.95,6.06,1.65,1352000000.0,21202468864.0,12648000000.0,0.11,5.29,0.05,0.05,0.21,0.05,2.41,3.63,658000000.0,22157258752.0,-0.02,Consumer Cyclical
HSY,The Hershey Company,184.27,24.44,52.26,7.54,11295170560.0,0.47,24.87,6.36,1910857000.0,42444500992.0,10159043000.0,0.19,2.92,0.03,-0.65,0.36,0.1,1.33,8.27,1026448384.0,37355954176.0,0.26,Consumer Defensive
DOV,Dover Corporation,173.52,22.42,2.44,7.74,7829059072.0,9.21,-2.04,-0.57,1454289000.0,25599819776.0,10510448000.0,0.14,1.18,0.01,-0.01,0.17,0.07,0.41,3.2,800307520.0,23795492864.0,0.05,Industrials
VLTO,Veralto Corp,107.7,30.0,4.02,3.59,5361999872.0,7.46,10.49,2.81,1250000000.0,27998218240.0,5325000000.0,0.23,0.41,0.0,0.09,0.41,0.12,1.08,10.07,777124992.0,26726938624.0,0.06,Industrials
AVB,"AvalonBay Communities, Inc.",186.78,22.97,6.97,8.13,3032995072.0,3.3,26.97,6.85,1400355000.0,35327442944.0,20607814000.0,0.07,3.72,0.04,0.06,0.1,0.03,0.71,2.2,,26792095744.0,0.04,Real Estate
AV..L,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TROW,"T. Rowe Price Group, Inc.",105.06,11.76,7.04,8.93,7097299968.0,1.67,-7.54,-2.15,2386000000.0,21798383616.0,10560500000.0,0.23,4.88,0.05,0.04,0.19,0.1,0.04,2.19,811137472.0,23083257856.0,-0.01,Financial Services
BZFUT,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
8801.T,MITSUI FUDOSAN,1559.0,17.48,,89.17,2797302972416.0,0.0,24.97,6.38,165342000000.0,8725098135552.0,7563572000000.0,0.02,2.12,0.02,,,,1.36,1.35,,4322124627968.0,,Real Estate
7182.T,JAPAN POST BANK CO LTD,1747.0,15.24,,114.64,1611753062400.0,0.0,-2.4,-0.67,,-35307130978304.0,11550253000000.0,,7.6,0.03,0.14,0.04,0.0,0.0,0.7,,6245070667776.0,-0.24,Financial Services
PHIA,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
PUB,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
MDB,"MongoDB, Inc.",209.18,,,-1.09,2104896000.0,0.0,129.63,25.96,-79650000.0,14711179264.0,3032950000.0,-0.03,,0.0,,-0.04,-0.03,0.02,5.64,421320384.0,17092997120.0,0.22,Technology
5401.T,NIPPON STEEL CORPORATION,2985.0,8.91,,335.11,8512766214144.0,0.0,27.71,7.03,365599000000.0,8189957373952.0,5383311000000.0,0.07,2.45,0.05,,0.0,0.02,0.93,0.63,,3123175489536.0,-0.08,Basic Materials
RBA.TO,RB GLOBAL INC,157.04,56.29,,2.79,4417999872.0,0.0,202.34,35.95,758300000.0,33329426432.0,8122800000.0,0.09,1.12,0.01,-0.01,0.07,0.04,0.74,5.34,744237504.0,29146466304.0,0.08,Industrials
DNB.OL,DNB BANK ASA,265.7,8.9,,29.85,87578001408.0,0.0,53.13,12.56,,1115489173504.0,1310758000000.0,,6.31,0.06,-0.03,0.17,0.01,0.0,1.55,,391243268096.0,0.04,Financial Services
8267.T,AEON CO LTD,5409.0,270.31,,20.01,10252556697600.0,0.0,16.28,4.28,204026000000.0,6976873955328.0,4516012000000.0,0.05,0.5,0.01,,0.03,0.01,1.77,4.75,,4657246109696.0,0.05,Consumer Cyclical
DVN,Devon Energy Corporation,33.28,7.5,,4.44,16104999936.0,0.0,30.59,7.69,4190000000.0,28708143104.0,23938000000.0,0.18,2.96,0.04,0.06,0.21,0.09,0.59,1.41,-1337124992.0,21126144000.0,-0.01,Energy
FWONK,Liberty Media Corporation - Ser,96.0,1600.0,12.52,0.06,3512999936.0,127.76,71.02,16.06,529000000.0,25659860992.0,10882000000.0,0.05,,0.0,-0.98,-0.0,0.01,0.65,3.24,683124992.0,23679361024.0,-0.24,Communication Services
8604.T,NOMURA HOLDINGS INC.,1025.5,8.35,,122.75,1961358000128.0,0.0,45.35,10.94,,-11232177291264.0,19068381000000.0,,4.58,0.05,0.52,0.11,0.01,9.1,0.87,,3008098992128.0,0.15,Financial Services
5803.T,FUJIKURA,11095.0,33.59,,330.34,1028953014272.0,0.0,46.1,11.1,32527000000.0,3092520894464.0,554630000000.0,0.06,1.3,0.0,0.64,0.26,0.12,0.33,7.33,,3061110538240.0,0.23,Industrials
FSLR,"First Solar, Inc.",184.65,15.8,0.45,11.69,4343436800.0,35.46,43.88,10.63,1381518000.0,19716511744.0,9518630000.0,0.15,,0.0,-0.02,0.16,0.07,0.12,2.32,-1397291648.0,19803342848.0,0.09,Technology
SSNC,"SS&C Technologies Holdings, Inc",86.8,27.38,1.01,3.17,6046199808.0,27.03,16.45,4.32,1409700000.0,27810070528.0,13758000000.0,0.1,1.16,0.01,-0.05,0.12,0.05,1.0,3.05,1151124992.0,21198383104.0,0.06,Technology
LGEN.L,LEGAL & GENERAL GROUP PLC ORD 2,256.0,64.0,,0.04,12449000448.0,0.0,-54.15,-19.47,,29562159104.0,11247000000.0,,8.43,0.0,0.42,0.09,0.0,11.16,773.41,6980375040.0,14536883200.0,0.1,Financial Services
NTAP,"NetApp, Inc.",106.21,18.73,1.5,5.67,6572000256.0,12.5,4.02,1.1,1447000000.0,20918890496.0,4275000000.0,0.34,2.0,0.02,0.17,1.09,0.09,3.36,20.53,1158625024.0,21252515840.0,0.04,Technology
ON,ON Semiconductor Corporation,47.66,45.39,1.89,1.05,6398799872.0,24.03,5.08,1.39,605200000.0,20322646016.0,11291500000.0,0.05,,0.0,-0.5,0.06,0.05,0.46,2.47,1003475008.0,19491700736.0,-0.15,Technology
ADM.L,ADMIRAL GROUP PLC ORD 0.1P,3350.0,15.44,9.31,2.17,4808300032.0,1.66,214.5,37.45,,10034291712.0,2684100000.0,,4.18,0.0,1.6,0.56,0.08,1.02,740.82,950724992.0,10077771776.0,0.4,Financial Services
AKAM,"Akamai Technologies, Inc.",70.53,23.67,1.04,2.98,4083250944.0,22.66,15.31,4.03,601129000.0,14511162368.0,8132275000.0,0.07,,0.0,-0.21,0.09,0.04,1.18,2.29,454879744.0,10038958080.0,0.06,Technology
PME.AX,PROMEDICUS FPO [PME],308.5,331.72,,0.93,184580992.0,0.0,137.97,27.21,,32049123328.0,187728000.0,,0.16,0.0,0.43,0.52,0.33,0.01,145.04,84169128.0,32226836480.0,0.31,Healthcare
POOL,Pool Corporation,305.68,28.23,,10.83,5276414976.0,0.0,0.29,0.08,587211000.0,12877073408.0,2529037000.0,0.23,1.62,0.02,0.01,0.3,0.1,1.2,8.78,333340256.0,11407366144.0,0.01,Industrials
CNH,CNH Industrial N.V.,12.43,19.12,1.16,0.65,18069000192.0,16.5,1.74,0.48,2559000000.0,41226203136.0,35121000000.0,0.07,2.01,0.02,-0.47,0.11,0.02,3.54,2.02,219750000.0,15547693056.0,-0.14,Industrials
TLS.AX,TELSTRA FPO [TLS],4.97,33.13,,0.15,23104999424.0,0.0,7.33,1.98,,76767739904.0,28782000000.0,,3.82,0.04,0.06,0.11,0.05,1.04,3.87,280750016.0,56583446528.0,0.02,Communication Services
GLPI,"Gaming and Leisure Properties, ",45.91,17.66,,2.6,1565067008.0,0.0,25.91,6.61,1123176000.0,20020770816.0,11447186000.0,0.1,6.76,0.07,-0.27,0.16,0.06,1.46,2.85,487214880.0,12992897024.0,0.04,Real Estate
KOG.OL,KONGSBERG GRUPPEN,298.0,39.06,3.19,7.63,53148000256.0,12.23,78.05,17.37,9144000000.0,253158670336.0,20934000000.0,0.44,0.67,0.01,0.36,0.38,0.07,0.28,14.25,10970375168.0,262118408192.0,0.19,Industrials
1928.T,SEKISUI HOUSE,3317.0,10.72,,309.49,4175575121920.0,0.0,56.73,13.28,321875000000.0,3805706452992.0,3806420000000.0,0.08,4.4,0.04,,,,1.0,1.14,,2149731008512.0,,Consumer Cyclical
RPRX,Royalty Pharma plc,37.58,16.13,3.31,2.33,2305242880.0,4.87,-1.13,-0.32,1930973000.0,26529286144.0,14350409000.0,0.13,2.38,0.02,-0.7,0.17,0.06,0.84,2.56,-743596992.0,21583286272.0,0.08,Healthcare
CCK,"Crown Holdings, Inc.",101.48,21.36,0.8,4.75,12012999680.0,26.78,3.57,0.98,1338000000.0,17922799616.0,9381000000.0,0.14,1.03,0.01,0.04,0.22,0.07,1.99,4.04,989000000.0,11809837056.0,0.04,Consumer Cyclical
UU..L,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
KNIN.SW,KUEHNE+NAGEL INT N,170.65,17.63,2.91,9.68,25727000576.0,6.06,-24.39,-7.47,1640000000.0,23000612864.0,2903000000.0,0.56,4.87,0.05,-0.17,0.53,0.09,1.74,10.55,1117750016.0,20261443584.0,0.02,Industrials
MONC,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
AGS,"PlayAGS, Inc.",12.49,10.77,,1.16,393716992.0,0.0,52.05,12.34,70600000.0,1018781568.0,653376000.0,0.11,,0.0,-0.26,0.53,0.06,4.64,4.41,6640375.0,518403680.0,-0.01,Consumer Cyclical
SPSN.SW,SWISS PRIME SITE N,113.7,25.15,,4.52,670948992.0,0.0,-10.33,-2.98,,14341821440.0,11974894000.0,,3.03,0.03,8.52,0.05,0.02,0.83,1.32,348892736.0,9122594816.0,-0.0,Real Estate
BEI,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
JBHT,"J.B. Hunt Transport Services, I",139.44,25.35,1.91,5.5,12064092160.0,13.28,-0.67,-0.19,814412000.0,15484551168.0,5374690000.0,0.15,1.25,0.01,-0.05,0.14,0.06,0.56,3.69,309156736.0,13497694208.0,-0.0,Industrials
OC,Owens Corning Inc,143.88,17.61,1.6,8.17,11738000384.0,11.04,29.15,7.36,1179000000.0,18095468544.0,10699000000.0,0.11,1.88,0.02,0.27,0.13,0.08,1.15,2.33,841249984.0,12032339968.0,0.1,Industrials
669.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
STN.TO,STANTEC INC,150.74,44.47,,3.39,6049500160.0,0.0,63.87,14.7,612400000.0,18851635200.0,4464200000.0,0.14,0.6,0.01,0.3,0.13,0.06,0.68,5.66,575774976.0,17194461184.0,0.13,Industrials
2503.T,KIRIN HOLDINGS COMPANY LIMITED,2100.0,31.63,0.48,66.39,2378871078912.0,65.63,28.37,7.18,173513000000.0,2874463223808.0,2017706000000.0,0.09,3.6,0.02,-0.09,0.05,0.03,0.72,1.52,4222125056.0,1700987404288.0,-0.01,Consumer Defensive
CLNX,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
SAB,Saratoga Investment Corp 6.75% ,,8.73,,,,0.0,0.0,0.0,,,,,,0.08,,,,0.0,1.12,,150760384.0,,
TPL,Texas Pacific Land Corporation,862.1,43.02,,20.04,742873024.0,0.0,56.52,13.24,563699000.0,19396655104.0,1288944000.0,0.44,0.74,0.01,0.01,0.37,0.26,0.0,15.37,-27514876.0,19817351168.0,0.09,Energy
ROL,"Rollins, Inc.",58.64,58.06,5.16,1.01,3570469888.0,11.25,39.78,9.74,684720000.0,29200433152.0,1989138000.0,0.34,1.13,0.01,0.09,0.37,0.14,0.67,19.68,585044864.0,28419289088.0,0.12,Consumer Cyclical
J,Jacobs Solutions Inc.,148.16,38.09,1.9,3.89,11835288576.0,20.01,-18.39,-5.49,643998000.0,20339075072.0,6330713000.0,0.1,0.87,0.01,0.22,0.08,0.05,0.63,4.64,1106516736.0,17710454784.0,0.05,Industrials
7269.T,SUZUKI MOTOR CORP,1801.5,8.35,,215.64,5765282136064.0,0.0,63.24,14.57,255012000000.0,4085335982080.0,3695959000000.0,0.07,2.55,0.02,-0.11,0.14,0.07,0.2,1.16,67464376320.0,3475597950976.0,-0.04,Consumer Cyclical
IMO.TO,IMPERIAL OIL,117.65,12.97,,9.07,49591001088.0,0.0,37.22,9.18,6125000000.0,61301088256.0,28465000000.0,0.22,2.47,0.02,-0.16,0.19,0.09,0.17,2.4,3839249920.0,59889143808.0,-0.16,Energy
REP,221316,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
ZBH,"Zimmer Biomet Holdings, Inc.",99.26,24.21,1.28,4.1,7833800192.0,18.87,12.47,3.32,1234600000.0,26494896128.0,20097500000.0,0.06,0.98,0.01,-0.37,0.07,0.04,0.6,1.57,1328600064.0,19638392832.0,0.07,Healthcare
VWS.CO,Vestas Wind Systems A/S,116.0,27.68,0.73,4.19,18082000896.0,37.76,10.96,2.93,981000000.0,117162500096.0,3352000000.0,0.29,0.47,0.0,,0.18,0.02,0.99,34.95,1835000064.0,116881596416.0,0.29,Industrials
HLMA.L,HALMA PLC ORD 10P,3280.0,42.05,3.5,0.78,2248100096.0,12.03,47.39,11.37,,12924414976.0,2638800000.0,,0.7,0.0,0.07,0.16,0.09,0.45,652.22,345249984.0,12388626432.0,0.08,Industrials
PFG,Principal Financial Group Inc,76.59,15.44,,4.96,15130800128.0,0.0,11.78,3.14,,16755134464.0,15362400000.0,,4.13,0.04,0.15,0.1,0.0,0.35,1.5,1637699968.0,17061799936.0,-0.15,Financial Services
PNR,Pentair plc.,102.72,28.07,1.74,3.66,4099800064.0,16.11,8.45,2.28,772600000.0,18190923776.0,5070400000.0,0.15,0.98,0.01,-0.2,0.17,0.09,0.44,4.59,741350016.0,16838992896.0,0.02,Industrials
1925.T,DAIWA HOUSE INDUSTRY CO,5282.0,10.28,,513.99,5439781076992.0,0.0,22.42,5.78,241803000000.0,5579671601152.0,4923312000000.0,0.05,3.3,0.03,-0.17,0.12,0.05,0.97,1.25,,3267360718848.0,0.0,Real Estate
KPN,45416,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
POLI.TA,BANK HAPOALIM B.M.,6169.0,10.11,,6.1,21590999040.0,0.0,53.38,12.61,,32923424768.0,84932000000.0,,3.54,0.0,0.25,0.14,0.01,0.0,135.39,,81351835648.0,0.06,Financial Services
MRU.TO,METRO INC,104.95,23.64,,4.44,21617199104.0,0.0,16.06,4.22,1442800000.0,27588167680.0,9997700000.0,0.14,1.4,0.01,0.17,0.14,0.06,0.63,3.26,708987520.0,23035580416.0,0.06,Consumer Defensive
INF.L,INFORMA PLC ORD 0.1P,870.8,174.16,,0.05,3893700096.0,0.0,124.41,25.16,,15008884736.0,9692800000.0,,2.37,0.0,,-0.01,0.04,0.61,197.1,792924992.0,11287308288.0,0.2,Communication Services
APTV,Aptiv PLC,66.9,15.14,0.92,4.42,19793999872.0,16.53,26.22,6.68,1954000000.0,21513594880.0,17480000000.0,0.11,,0.0,-0.58,0.09,0.06,0.84,1.5,1559000064.0,14568143872.0,0.03,Consumer Cyclical
CTRA,Coterra Energy Inc.,24.02,11.49,,2.09,6272999936.0,0.0,58.25,13.59,2112000000.0,22318260224.0,18731000000.0,0.11,3.7,0.04,1.32,0.11,0.06,0.29,1.26,1381500032.0,18330621952.0,0.4,Energy
HOLX,"Hologic, Inc.",68.06,28.24,1.5,2.41,4038899968.0,18.82,-28.44,-8.87,796000000.0,15777056768.0,7351500000.0,0.11,,0.0,0.0,0.11,0.07,0.52,3.12,760112512.0,15137837056.0,0.01,Healthcare
LNT,Alliant Energy Corporation,65.64,22.63,2.11,2.9,4144000000.0,10.74,8.5,2.29,1054000000.0,27840915456.0,17722000000.0,0.06,3.07,0.01,1.0,0.12,0.03,1.58,2.36,-1352000000.0,16861340672.0,0.08,Utilities
1.HK,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
TRU,TransUnion,90.23,45.34,1.73,1.99,4357300224.0,26.15,41.34,10.08,788400000.0,22264027136.0,9656700000.0,0.08,0.51,0.0,0.29,0.09,0.05,1.12,3.89,545075008.0,17576804352.0,0.1,Financial Services
WY,Weyerhaeuser Company,25.48,67.05,3.13,0.38,7036000256.0,21.46,-30.16,-9.49,552000000.0,22983100416.0,14692000000.0,0.04,3.27,0.03,-0.5,0.03,0.02,0.55,1.93,480500000.0,18384099328.0,-0.03,Real Estate
NN,NextNav Inc.,13.75,,,-1.3,6162000.0,0.0,642.99,74.5,-85836000.0,2108987136.0,199080000.0,-0.43,,0.0,,-4.04,-0.18,35.01,35.99,-19663876.0,1830551296.0,0.47,Technology
BIIB,Biogen Inc.,130.67,12.5,,10.45,9996999680.0,0.0,-11.89,-3.45,2050100000.0,22993930240.0,23917700000.0,0.09,,0.0,0.09,0.09,0.06,0.37,1.09,2272062464.0,19158181888.0,0.07,Healthcare
6178.T,JAPAN POST HLDGS CO LTD,1451.0,12.17,,119.23,11374725955584.0,0.0,1.81,0.5,,-28754086723584.0,12507682000000.0,,3.46,0.03,1.26,0.04,0.0,0.0,0.47,,4312081891328.0,-0.12,Financial Services
GPC,Genuine Parts Company,133.09,22.91,1.7,5.81,23770865664.0,13.51,24.46,6.26,1189423000.0,24491565056.0,9509712000.0,0.13,3.08,0.03,-0.14,0.17,0.05,1.36,3.94,222243872.0,18511753216.0,0.03,Consumer Cyclical
DKNG,DraftKings Inc.,42.88,,,-0.62,5409574912.0,0.0,267.87,43.56,-291536000.0,23069478912.0,2845878000.0,-0.1,,0.0,1.48,-0.26,-0.04,1.89,21.07,464127008.0,22435502080.0,0.37,Consumer Cyclical
MAA,Mid-America Apartment Communiti,140.48,28.91,,4.86,2200154880.0,0.0,23.22,5.97,765843000.0,21642973184.0,10960623000.0,0.07,4.26,0.04,0.06,0.1,0.03,0.84,2.79,976103744.0,16860549120.0,0.01,Real Estate
NTNX,"Nutanix, Inc.",71.6,,1.82,0.0,2432612096.0,0.0,54.11,12.76,172831000.0,18802366464.0,631167000.0,0.27,,0.0,,,0.03,0.0,-27.0,421448128.0,19194312704.0,0.22,Technology
FRE,3143749,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,
PODD,Insulet Corporation,307.1,92.5,7.67,3.32,2198899968.0,12.07,88.53,19.25,320500000.0,19980466176.0,2862000000.0,0.11,,0.0,-0.31,0.38,0.07,1.31,17.79,84250000.0,21612130304.0,0.29,Healthcare
TER,"Teradyne, Inc.",107.47,37.19,1.93,2.89,2827659008.0,19.26,-23.85,-7.28,535361000.0,16806179840.0,2837301000.0,0.19,0.45,0.0,-0.58,0.17,0.09,0.03,6.03,428476384.0,17095683072.0,-0.11,Technology
6594.T,NIDEC CORPORATION,2882.0,19.73,1.36,146.06,2596827037696.0,14.49,45.12,10.89,70004000000.0,3719739211776.0,1826877000000.0,0.04,1.46,0.01,-0.19,,,0.36,1.92,,3303665565696.0,-0.02,Industrials
GALD.SW,GALDERMA GROUP N,130.1,101.64,1.35,1.28,4689999872.0,75.49,28.88,7.3,,33273612288.0,10433000000.0,,0.12,0.0,3.13,0.05,0.04,0.37,3.99,662625024.0,30550603776.0,0.11,Healthcare
CSL,Carlisle Companies Incorporated,366.57,20.52,1.14,17.86,5001800192.0,18.07,30.41,7.65,1087500000.0,16944953344.0,4012100000.0,0.27,1.13,0.01,-0.64,0.31,0.11,0.89,7.35,678950016.0,15671123968.0,-0.0,Industrials
2502.T,ASAHI GROUP HLDGS,1979.0,17.13,6.25,115.55,2920007073792.0,2.74,31.45,7.89,172971000000.0,,4307816000000.0,0.04,2.71,0.03,-0.44,,,0.0,1.11,,2974516248576.0,-0.11,Consumer Defensive
XRO.AX,XERO FPO [XRO],178.83,133.46,,1.34,2102652032.0,0.0,87.44,19.05,,26474168320.0,3111845692.48,,,0.0,0.1,0.13,0.06,0.61,12.51,860208896.0,30086897664.0,0.21,Technology
WST,"West Pharmaceutical Services, I",240.98,36.02,3.47,6.69,2960199936.0,10.37,2.18,0.6,597300000.0,17126727680.0,3131700000.0,0.19,0.37,0.0,0.18,0.18,0.11,0.11,5.92,207850000.0,17328220160.0,0.09,Healthcare
INVH,Invitation Homes Inc.,29.95,33.65,12.92,0.89,2647486976.0,2.61,31.17,7.82,904683000.0,26686869504.0,17842791000.0,0.05,3.84,0.04,0.92,0.06,0.02,0.85,1.9,984692096.0,18359590912.0,0.04,Real Estate
SHB-A.ST,Svenska Handelsbanken ser. A,121.65,9.22,31.85,13.19,60640002048.0,0.29,42.25,10.28,,1281448476672.0,1759851000000.0,,6.17,0.06,-0.19,0.14,0.01,0.0,1.28,,243498287104.0,-0.11,Financial Services
IT,"Gartner, Inc.",229.0,14.12,,16.22,6420008960.0,0.0,32.39,8.1,1530372000.0,18007568384.0,3994616000.0,0.38,,0.0,0.05,1.16,0.09,1.87,11.48,1142548864.0,17343498240.0,0.06,Technology
CHKP,Check Point Software Technologi,183.32,23.87,1.87,7.68,2641799936.0,12.77,18.38,4.79,969800000.0,18109171712.0,2834800000.0,0.34,,0.0,0.03,0.3,0.1,0.0,6.93,701512512.0,19679768576.0,0.06,Technology
